plane_height_msl,area_water_m2,area_terrain_m2,volume_m3
486.07,246522.12280926,247945.4853498,661843.89445892
486.06,246342.35237522,247759.39379683,659379.57581452
486.05,246161.5678443,247572.30483837,656917.11407163
486.04,245979.69279101,247384.14530759,654456.40571192
486.03,245796.37592726,247194.57087861,651997.59137581
486.02,245611.53608921,247003.50458125,649540.57578388
486.01,245423.12431123,246808.91030764,647085.42898628
486,245184.93791434,246564.61108607,644632.24726224
485.99,244558.93018184,245932.52374352,642185.36183879
485.98,244344.87274002,245712.35390414,639740.8406923
485.97,244131.79786618,245493.15003451,637298.4679773
485.96,243918.73698896,245273.94506267,634858.21247272
485.95,243705.17899576,245054.23677523,632420.0815928
485.94,243491.12530919,244834.03247916,629984.11643716
485.93,243276.40864584,244613.16466673,627550.2910783
485.92,243061.11779674,244391.72261461,625118.59944146
485.91,242845.17488056,244169.63222483,622689.04586276
485.9,242628.41422714,243946.73176676,620261.71814855
485.89,242410.91239392,243723.10056178,617836.57865831
485.88,242192.5901004,243498.66240413,615413.63317365
485.87,241973.4098809,243273.38025758,612992.8283857
485.86,241753.36095257,243047.24415766,610574.23994351
485.85,241532.40253849,242820.21651906,608157.84332407
485.84,241310.23295946,242591.99909198,605743.64491953
485.83,241086.65067332,242362.39717315,603331.6339488
485.82,240861.47899164,242131.24244595,600921.89997221
485.81,240633.91118668,241897.73458138,598514.45365115
485.8,240376.42169645,241634.36586413,596109.34431787
485.79,239915.96701048,241168.04735446,593708.63922335
485.78,239641.38513407,240887.57741043,591310.86118301
485.77,239369.51849838,240609.81858751,588915.83828003
485.76,239099.1682772,240333.57457243,586523.49831843
485.75,238829.9272915,240058.44315974,584133.84536885
485.74,238561.67395597,239784.30941227,581746.9088629
485.73,238294.20091757,239510.96586375,579362.64141194
485.72,238027.56630019,239238.4707158,576981.01853698
485.71,237761.58071576,238966.63672743,574602.12255309
485.7,237496.41257641,238695.63445237,572225.83531903
485.69,237231.90746172,238425.30976456,569852.21688491
485.68,236968.00744956,238155.60807962,567481.26887637
485.67,236704.74054357,237886.56044948,565112.95472378
485.66,236442.14677261,237618.21007158,562747.24290909
485.65,236179.83532433,237350.17264104,560384.12602936
485.64,235917.71964004,237082.36705626,558023.66807044
485.63,235655.38246578,236814.38396965,555665.84166579
485.62,235392.05050935,236545.45967268,553310.67915215
485.61,235125.9080041,236273.78869548,550958.13400133
485.6,234743.0269475,235885.47438329,548608.26030218
485.59,234326.97296017,235464.05334854,546263.60196607
485.58,234076.9969745,235208.68575877,543921.58001482
485.57,233828.93910397,234955.22617763,541582.06636403
485.56,233581.19541907,234702.07368339,539245.01924435
485.55,233333.45777044,234448.92572359,536910.4087834
485.54,233085.62996829,234195.69008899,534578.30043045
485.53,232837.77615263,233942.42699871,532248.65128016
485.52,232589.94316538,233689.1831885,529921.50199371
485.51,232342.04349217,233435.87076698,527596.81052447
485.5,232094.09594253,233182.50987238,525274.65430577
485.49,231845.98112466,232928.98205002,522954.96025451
485.48,231597.69369394,232675.28402935,520637.78312152
485.47,231349.24132129,232421.42399783,518323.07116749
485.46,231100.62984352,232167.40802775,516010.89440764
485.45,230851.89176455,231913.26777952,513701.11024286
485.44,230602.83493097,231658.81389041,511393.84960769
485.43,230353.60552866,231404.19288523,509089.07338123
485.42,230103.8731671,231149.06977004,506786.78438331
485.41,229852.20902307,230892.0167914,504486.99928765
485.4,229350.63865875,230385.07590933,502189.70251776
485.39,229014.36321904,230043.39552652,499898.34232585
485.38,228811.51231649,229835.03623732,497609.1877598
485.37,228611.78698949,229629.73858356,495322.06876219
485.36,228412.95247187,229425.28620903,493036.94658387
485.35,228214.54655961,229221.23221751,490753.81267125
485.34,228015.88212613,229016.89983994,488472.67137686
485.33,227816.80629187,228812.14183146,486193.5039501
485.32,227617.24406866,228606.88898043,483916.3558372
485.31,227417.19304667,228401.14355922,481641.20210291
485.3,227216.61728819,228194.87334428,479368.03249487
485.29,227015.2252976,227987.79147547,477096.88728055
485.28,226813.11176948,227779.99206814,474827.78744062
485.27,226610.26652122,227571.46528151,472560.67654255
485.26,226406.71524115,227362.23725328,470295.56103026
485.25,226202.39906769,227152.25282323,468032.54760387
485.24,225997.10709649,226941.30467108,465771.53774608
485.23,225790.77073521,226729.32337639,463512.6733334
485.22,225582.92216472,226515.84400027,461255.83638101
485.21,225371.73517393,226299.04898077,459001.06916887
485.2,224833.87420882,225755.63904147,456748.44411297
485.19,224582.82464674,225499.04773015,454501.38017491
485.18,224366.38714814,225276.98606626,452256.6305539
485.17,224154.35958561,225059.2876696,450014.03986753
485.16,223944.09890288,224843.32234634,447773.56914612
485.15,223735.15156837,224628.64707416,445535.19833472
485.14,223526.97003666,224414.72318476,443298.90985436
485.13,223319.30960191,224201.31598504,441064.66733459
485.12,223112.03223643,223988.29418223,438832.48246704
485.11,222905.05461184,223775.57920925,436602.41774727
485.1,222698.39422787,223563.19188855,434374.43155753
485.09,222492.0150093,223351.10115244,432148.48107426
485.08,222285.72445221,223139.11513288,429924.62779939
485.07,222079.6197466,222927.3343245,427702.81621689
485.06,221873.61677759,222715.67516904,425483.09000472
485.05,221667.65927162,222504.08374865,423265.39893319
485.04,221461.69237909,222292.50480461,421049.7570476
485.03,221255.55957597,222080.78919899,418836.15231527
485.02,221048.71946139,221868.40359429,416624.68671717
485.01,220839.51992308,221653.70808491,414415.26010719
485,220592.35509884,221401.12880024,412208.02685471
484.99,220075.329527,220878.72921856,410005.97727976
484.98,219851.20417334,220649.19301709,407806.33159433
484.97,219630.25331752,220422.8062423,405608.91232769
484.96,219411.42491791,220198.52024556,403413.706915
484.95,219194.02693959,219975.65378145,401220.69661017
484.94,218977.6964924,219753.85258012,399029.85525013
484.93,218762.69441081,219533.37710665,396841.17374321
484.92,218548.74086751,219313.95126642,394654.6750092
484.91,218335.63539629,219095.37752801,392470.27949289
484.9,218123.70747449,218877.98705387,390288.00182705
484.89,217912.70155848,218661.5279793,388107.80293752
484.88,217702.57008476,218445.95603823,385929.73679385
484.87,217493.24460811,218231.20509904,383753.78914823
484.86,217284.6044043,218017.15795316,381579.89566324
484.85,217076.53488573,217803.70647438,379408.12633112
484.84,216869.08641981,217590.90894266,377238.43371597
484.83,216661.77375849,217378.28476672,375070.84091173
484.82,216453.96115964,217165.20600587,372905.3129024
484.81,216243.45272106,216949.49602852,370741.87834765
484.8,216000.9104792,216701.84114797,368580.60581838
484.79,215499.75496817,216195.59825299,366424.12524037
484.78,215238.2471838,215928.96825765,364270.44385784
484.77,214978.94443697,215664.52853202,362119.38084568
484.76,214720.10216255,215400.54491047,359970.895381
484.75,214461.12977487,215136.43119495,357825.02183826
484.74,214201.86222809,214872.02439665,355681.69250844
484.73,213942.30910688,214607.33849639,353540.9771911
484.72,213682.51451481,214342.41806494,351402.86999177
484.71,213422.41742493,214077.20126162,349267.3835088
484.7,213161.9708082,213811.6440001,347134.45540636
484.69,212901.18733818,213545.76066105,345004.17960568
484.68,212639.88397243,213279.37356674,342876.5087183
484.67,212378.27835422,213012.7009027,340751.46455585
484.66,212116.13510107,212745.51363758,338629.02949387
484.65,211853.34009152,212477.69974527,336509.21255219
484.64,211589.68934562,212209.05747476,334392.01495121
484.63,211325.00902481,211939.42582167,332277.47757598
484.62,211058.27770947,211667.79712766,330165.61958135
484.61,210786.34594018,211391.04277475,328056.45311085
484.6,210219.79659865,210819.77472426,325949.91860509
484.59,209900.90001911,210496.15307921,323849.41524267
484.58,209637.95722416,210228.4430835,321751.69040524
484.57,209377.37102585,209963.08688491,319656.62466298
484.56,209117.27407097,209698.22091979,317564.1520036
484.55,208857.29257164,209433.47513389,315474.31178439
484.54,208597.12542536,209168.54957117,313387.07787126
484.53,208337.16102614,208903.83171312,311302.44037409
484.52,208076.92246118,208638.84961582,309220.39910685
484.51,207816.39314667,208373.58778399,307140.97182366
484.5,207555.64880846,208108.12534611,305064.12543693
484.49,207294.72781012,207842.50172199,302989.91112948
484.48,207033.4364876,207576.52477362,300918.31800527
484.47,206771.96207516,207310.38368086,298849.31255737
484.46,206510.03633431,207043.81333707,296782.90877469
484.45,206247.76426296,206776.92082029,294719.12529127
484.44,205985.20622411,206509.76583898,292657.92873301
484.43,205722.3037373,206242.28903393,290599.42968546
484.42,205458.60890345,205974.04328086,288543.54009997
484.41,205192.48130815,205703.39610581,286490.30408109
484.4,204876.89958622,205383.34566856,284439.77734765
484.39,204085.85206172,204587.79223309,282397.1920436
484.38,203803.6715711,204300.99716499,280357.7164147
484.37,203526.5744915,204019.22217095,278321.10440568
484.36,203251.75548345,203739.68267098,276287.21983604
484.35,202978.31304506,203461.49260386,274256.10523179
484.34,202705.75574368,203184.16871342,272227.73302032
484.33,202433.72542355,202907.36280962,270202.03890756
484.32,202162.17064562,202631.03009076,268179.08902636
484.31,201890.99464343,202355.07882478,266158.84924844
484.3,201620.10651683,202079.4215467,264141.27930217
484.29,201349.42243906,201803.97964059,262126.42692899
484.28,201078.90245789,201528.71443289,260114.29027875
484.27,200808.51692366,201253.59912528,258104.87518137
484.26,200538.2384503,200978.60617819,256098.17218899
484.25,200267.99212329,200703.66123075,254094.15598566
484.24,199997.60175082,200428.59276388,252092.85617729
484.23,199726.75458075,200153.09279828,250094.2780316
484.22,199454.80276432,199876.52249501,248098.3626784
484.21,199178.85965794,199596.01505267,246105.25231131
484.2,198365.68029524,198778.35724382,244114.82575793
484.19,198015.09692098,198423.27587409,242133.02107864
484.18,197723.06612594,198126.65385917,240154.30307506
484.17,197436.66309627,197835.60931223,238178.5084558
484.16,197152.43986482,197546.71923272,236205.5961423
484.15,196869.48172789,197259.07893894,234235.51460554
484.14,196587.49429508,196972.40125499,232268.2327649
484.13,196306.20175533,196686.41770281,230303.75559987
484.12,196025.57930073,196401.1081943,228342.13047543
484.11,195745.57936887,196116.43045946,226383.32931378
484.1,195466.09552618,195832.28051073,224427.26286958
484.09,195187.02230123,195548.55634112,222474.02278587
484.08,194908.49481713,195265.39396348,220523.60156283
484.07,194630.4489738,194982.73043021,218575.90032233
484.06,194352.61308604,194700.30331523,216631.03732238
484.05,194074.98307493,194418.11053369,214688.94886146
484.04,193797.34994106,194135.94924011,212749.60761025
484.03,193519.0358649,193853.15596335,210813.06923305
484.02,193238.86354815,193568.56986706,208879.31916376
484.01,192953.02924029,193278.40665012,206948.39856762
484,192137.16797254,192458.3457018,205020.44436542
483.99,191573.4553539,191890.52572886,203102.96058944
483.98,191254.39789957,191567.31563338,201188.86802865
483.97,190941.48642373,191250.24189022,199277.89764134
483.96,190630.51904067,190935.11803231,197370.06730505
483.95,190320.62265542,190621.07780678,195465.32259691
483.94,190011.75049022,190308.07757457,193563.68643357
483.93,189703.5155145,189995.7325516,191665.13334736
483.92,189395.94668528,189684.07390232,189769.65674717
483.91,189089.27054978,189373.32868542,187877.27830707
483.9,188783.1210191,189063.13273148,185987.91947835
483.89,188477.77534067,188753.76292676,184101.62976496
483.88,188173.01433335,188444.99985031,182218.39287672
483.87,187868.99017836,188136.99869721,180338.21396171
483.86,187565.39255295,187829.45394672,178461.11727291
483.85,187262.15068121,187522.30263354,176587.00816311
483.84,186959.02639323,187215.31448523,174715.94992415
483.83,186655.3635936,186907.84563543,172847.94079671
483.82,186350.40540309,186599.15546725,170982.95259085
483.81,186041.19340802,186286.3057022,169121.09049057
483.8,185686.96353687,185928.55257548,167262.33677161
483.79,184894.34475692,185132.49530811,165411.92129317
483.78,184633.21793886,184867.9233784,163564.27252731
483.77,184374.22802532,184605.49512185,161719.26460409
483.76,184115.73578171,184343.57446459,159876.83493543
483.75,183857.22388019,184081.64739826,158037.00929435
483.74,183598.61025323,183819.63126543,156199.72836926
483.73,183339.85556832,183557.48624923,154365.05633588
483.72,183080.80796278,183295.06471887,152532.96537347
483.71,182821.70881811,183032.60952062,150703.43939152
483.7,182562.31954055,182769.88301513,148876.5415201
483.69,182302.85537637,182507.10140094,147052.27579798
483.68,182042.99019888,182243.94308857,145230.57542266
483.67,181783.02110177,181980.70739217,143411.4817467
483.66,181522.58644404,181717.0361856,141595.00337166
483.65,181261.55882109,181452.80851562,139781.14224561
483.64,180999.44713452,181187.54365234,137969.88366116
483.63,180735.63294445,180920.64359438,136161.2700787
483.62,180468.97608222,180650.98582275,134355.32941473
483.61,180196.29639977,180375.42486277,132552.07370555
483.6,178958.74918114,179135.16972928,130751.63024432
483.59,178581.51849109,178755.38497089,128964.07894732
483.58,178265.75621677,178437.03430271,127179.88814741
483.57,177955.21415708,178123.8997563,125398.76506632
483.56,177646.38640532,177812.48389711,123620.74038997
483.55,177338.48483497,177502.00227305,121845.83828122
483.54,177031.18413331,177192.12984481,120073.98196748
483.53,176724.6790734,176883.06160061,118305.23841807
483.52,176418.64848993,176574.47811564,116539.51461877
483.51,176113.22774243,176266.51488036,114776.84754636
483.5,175808.51801014,175959.27199972,113017.24002562
483.49,175504.22272095,175652.45462515,111260.69328556
483.48,175200.64167095,175346.36246389,109507.19797031
483.47,174897.62076685,175040.84168292,107756.73311402
483.46,174595.19968675,174735.93287978,106009.29063521
483.45,174293.29044079,174431.54902043,104264.84586553
483.44,173991.95658392,174127.75374556,102523.44305081
483.43,173690.97056097,173824.3220265,100785.03944422
483.42,173390.19647023,173521.12235042,99049.643659596
483.41,173088.36680562,173216.89120312,97317.277208396
483.4,172756.236451,172882.40017626,95587.988295998
483.39,172155.01596827,172278.81224035,93864.650928955
483.38,171824.0488731,171945.43514884,92144.76923778
483.37,171494.37035714,171613.3325577,90428.166466933
483.36,171164.26233591,171280.79405997,88714.874189682
483.35,170833.1375088,170947.23719678,87004.862053687
483.34,170500.96768747,170612.63485785,85298.209863197
483.33,170167.77539056,170277.0111331,83594.855823695
483.32,169833.23677279,169940.04426133,81894.858801321
483.31,169497.58421554,169601.96640866,80198.227592552
483.3,169160.89317885,169262.85407032,78504.924611612
483.29,168822.80349749,168922.34693115,76815.022970147
483.28,168483.64470911,168580.77355209,75128.480697893
483.27,168143.24225091,168237.96064953,73445.354178417
483.26,167801.6080936,167893.92256678,71765.641741632
483.25,167458.70125584,167548.62087099,70089.345479124
483.24,167114.35863314,167201.89450059,68416.495953352
483.23,166768.27258852,166853.44042088,66747.096262687
483.22,166419.52305075,166502.34438604,65081.177162646
483.21,166063.78949626,166144.29641033,63418.785881354
483.2,164873.55845455,164951.85399277,61760.105640174
483.19,163500.7131575,163576.69194044,60122.506560197
483.18,163091.67309494,163165.17145011,58489.548849624
483.17,162691.00339087,162761.94195794,56860.633534
483.16,162293.07407513,162361.40881553,55235.71741876
483.15,161895.73873998,161961.44569749,53614.77025814
483.14,161498.16750194,161561.23244091,51997.779296436
483.13,161099.96461489,161160.37957479,50384.799140639
483.12,160701.05839443,160758.82517915,48775.796271406
483.11,160301.44531011,160356.56992572,47170.82535651
483.1,159900.68126492,159953.17301284,45569.814380535
483.09,159498.95343068,159548.82250716,43972.826938787
483.08,159096.30734442,159143.56712621,42379.873654094
483.07,158692.64806288,158737.31656368,40790.988701114
483.06,158287.72821913,158329.83158558,39206.139237048
483.05,157881.26614544,157920.83884872,37625.359249638
483.04,157472.86746871,157509.95594636,36048.653842305
483.03,157061.48082306,157096.14919615,34476.067833642
483.02,156643.13262257,156675.47840018,32907.660446154
483.01,156215.8901903,156246.07625958,31343.481591023
483,155639.06933154,155667.35630192,29783.877598461
482.99,153357.26827044,153383.95528656,28247.596069129
482.98,152865.0486256,152890.14643782,26716.501689879
482.97,152374.66505591,152398.20288456,25190.297847628
482.96,151884.12071461,151906.12217298,23669.001999831
482.95,151393.39098958,151413.87311133,22152.636452336
482.94,150902.57750788,150921.55204372,20641.160951375
482.93,150411.73067436,150429.20663303,19134.599796394
482.92,149920.93094324,149936.9155104,17632.9415011
482.91,149430.14112721,149444.64165276,16136.191610081
482.9,148939.30940221,148952.33360514,14644.33490415
482.89,148448.54708131,148460.10240813,13157.405516683
482.88,147957.77266241,147967.86779533,11675.396950016
482.87,147466.9899816,147475.63551588,10198.297931432
482.86,146976.01396279,146983.22351056,8726.088410542
482.85,146484.77128439,146490.56352061,7258.8256497918
482.84,145992.50570382,145996.90921665,5796.4922307719
482.83,145497.98098441,145501.04430997,4339.1395934524
482.82,144996.91824225,144998.72846746,2886.8076654624
482.81,144474.08244622,144474.80612998,1439.6211010379
482.8,33140.978661919,33140.978718785,0.4031673561969
482.79,0,0,0
